state,year,unemployrate,appspc,stcode,stateshort
NEW HAMPSHIRE,2011,5.400000095367432,68.27523040771484,30,NEW
NEW JERSEY,2006,4.599999904632568,28.294050216674805,31,NEW
NEW JERSEY,2007,4.300000190734863,26.979949951171875,31,NEW
NEW JERSEY,2008,5.5,31.973596572875977,31,NEW
NEW JERSEY,2009,9,36.51923751831055,31,NEW
NEW JERSEY,2010,9.600000381469727,32.160579681396484,31,NEW
NEW JERSEY,2011,9.300000190734863,28.114233016967773,31,NEW
NEW MEXICO,2006,4.099999904632568,54.56582260131836,32,NEW
NEW MEXICO,2007,3.5,41.65119552612305,32,NEW
NEW MEXICO,2008,4.5,49.82979965209961,32,NEW
NEW MEXICO,2009,6.800000190734863,48.266605377197266,32,NEW
NEW MEXICO,2010,7.900000095367432,35.33546829223633,32,NEW
NEW MEXICO,2011,7.400000095367432,36.97969055175781,32,NEW
NEW YORK,2006,4.599999904632568,37.35166931152344,33,NEW
NEW YORK,2007,4.599999904632568,35.73124313354492,33,NEW
NEW YORK,2008,5.400000095367432,38.37107467651367,33,NEW
NEW YORK,2009,8.300000190734863,46.72119140625,33,NEW
NEW YORK,2010,8.600000381469727,37.58660888671875,33,NEW
NEW YORK,2011,8.199999809265137,35.03689193725586,33,NEW
NORTH CAROLINA,2006,4.800000190734863,44.54731369018555,34,NOR
NORTH CAROLINA,2007,4.800000190734863,35.30421447753906,34,NOR
NORTH CAROLINA,2008,6.300000190734863,41.093814849853516,34,NOR
NORTH CAROLINA,2009,10.5,48.71609115600586,34,NOR
NORTH CAROLINA,2010,10.899999618530273,40.27098083496094,34,NOR
NORTH CAROLINA,2011,10.5,36.34894561767578,34,NOR
NORTH DAKOTA,2006,3.200000047683716,34.549312591552734,35,NOR
NORTH DAKOTA,2007,3.0999999046325684,32.90494155883789,35,NOR
NORTH DAKOTA,2008,3.0999999046325684,32.73980712890625,35,NOR
NORTH DAKOTA,2009,4.099999904632568,43.2870979309082,35,NOR
NORTH DAKOTA,2010,3.799999952316284,42.98659133911133,35,NOR
NORTH DAKOTA,2011,3.5,20.469871520996094,35,NOR
OHIO,2006,5.400000095367432,39.24300003051758,36,OHI
OHIO,2007,5.599999904632568,39.14653778076172,36,OHI
OHIO,2008,6.5,45.54100799560547,36,OHI
OHIO,2009,10.100000381469727,52.067787170410156,36,OHI
OHIO,2010,10,42.728492736816406,36,OHI
OHIO,2011,8.600000381469727,38.97807693481445,36,OHI
OKLAHOMA,2006,4.099999904632568,31.054737091064453,37,OKL
OKLAHOMA,2007,4.099999904632568,24.63882064819336,37,OKL
OKLAHOMA,2008,3.700000047683716,27.991025924682617,37,OKL
OKLAHOMA,2009,6.699999809265137,30.105369567871094,37,OKL
OKLAHOMA,2010,6.900000095367432,25.264720916748047,37,OKL
OKLAHOMA,2011,6.199999809265137,20.308542251586914,37,OKL
OREGON,2006,5.300000190734863,88.91801452636719,38,ORE
OREGON,2007,5.199999809265137,76.6148681640625,38,ORE
OREGON,2008,6.5,95.42713928222656,38,ORE
OREGON,2009,11.100000381469727,117.10406494140625,38,ORE
OREGON,2010,10.699999809265137,84.15113830566406,38,ORE
OREGON,2011,9.5,81.35626983642578,38,ORE
PENNSYLVANIA,2006,4.5,36.804969787597656,39,PEN
PENNSYLVANIA,2007,4.400000095367432,35.05681228637695,39,PEN
PENNSYLVANIA,2008,5.400000095367432,38.43592834472656,39,PEN
PENNSYLVANIA,2009,8,47.28369903564453,39,PEN
PENNSYLVANIA,2010,8.5,38.21438980102539,39,PEN
PENNSYLVANIA,2011,7.900000095367432,35.54924774169922,39,PEN
RHODE ISLAND,2006,5.099999904632568,54.70686721801758,40,RHO
RHODE ISLAND,2007,5.199999809265137,47.39295959472656,40,RHO
RHODE ISLAND,2008,7.699999809265137,45.56232452392578,40,RHO
RHODE ISLAND,2009,10.899999618530273,52.22135543823242,40,RHO
RHODE ISLAND,2010,11.699999809265137,64.606353759765625,40,RHO
RHODE ISLAND,2011,11.300000190734863,49.46247482299805,40,RHO
SOUTH CAROLINA,2006,6.400000095367432,23.044666290283203,41,SOU
SOUTH CAROLINA,2007,5.599999904632568,26.219240188598633,41,SOU
SOUTH CAROLINA,2008,6.800000190734863,32.864933013916016,41,SOU
SOUTH CAROLINA,2009,11.5,37.27054977416992,41,SOU
SOUTH CAROLINA,2010,11.199999809265137,34.93558120727539,41,SOU
SOUTH CAROLINA,2011,10.300000190734863,27.7823486328125,41,SOU
SOUTH DAKOTA,2006,3.0999999046325684,35.509605407714844,42,SOU
SOUTH DAKOTA,2007,2.9000000953674316,21.329050064086914,42,SOU
SOUTH DAKOTA,2008,3,42.26059341430664,42,SOU
SOUTH DAKOTA,2009,5.199999809265137,49.237857818603516,42,SOU
SOUTH DAKOTA,2010,5,45.309932708740234,42,SOU
SOUTH DAKOTA,2011,4.699999809265137,35.190673828125,42,SOU
TENNESSEE,2006,5.199999809265137,24.468536376953125,43,TEN
TENNESSEE,2007,4.800000190734863,21.545921325683594,43,TEN
TENNESSEE,2008,6.599999904632568,27.882577896118164,43,TEN
TENNESSEE,2009,10.5,31.129621505737305,43,TEN
TENNESSEE,2010,9.800000190734863,31.773815155029297,43,TEN
TENNESSEE,2011,9.199999809265137,24.04990005493164,43,TEN
TEXAS,2006,4.900000095367432,26.78759765625,44,TEX
TEXAS,2007,4.400000095367432,21.85613441467285,44,TEX
TEXAS,2008,4.900000095367432,26.867685317993164,44,TEX
TEXAS,2009,7.5,29.738964080810547,44,TEX
TEXAS,2010,8.199999809265137,28.62973403930664,44,TEX
TEXAS,2011,7.900000095367432,21.928218841552734,44,TEX
UTAH,2006,2.9000000953674316,50.70201110839844,45,UTA
UTAH,2007,2.5999999046325684,30.032329559326172,45,UTA
UTAH,2008,3.5,33.365806579589844,45,UTA
UTAH,2009,7.599999904632568,36.989524841308594,45,UTA
UTAH,2010,8,29.904748916625977,45,UTA
UTAH,2011,6.699999809265137,28.39676856994629,45,UTA
VERMONT,2006,3.700000047683716,95.16358947753906,46,VER
VERMONT,2007,3.9000000953674316,112.81951904296875,46,VER
VERMONT,2008,4.5,144.91610717773438,46,VER
VERMONT,2009,6.900000095367432,141.53370666503906,46,VER
VERMONT,2010,6.400000095367432,126.2164306640625,46,VER
VERMONT,2011,5.599999904632568,103.7624282836914,46,VER
VIRGINIA,2006,3,67.21593475341797,47,VIR
VIRGINIA,2007,3.0999999046325684,59.32835388183594,47,VIR
VIRGINIA,2008,4,66.06439971923828,47,VIR
VIRGINIA,2009,6.900000095367432,73.57987976074219,47,VIR
VIRGINIA,2010,6.900000095367432,57.079097747802734,47,VIR
VIRGINIA,2011,6.199999809265137,53.72623062133789,47,VIR
WASHINGTON,2006,4.900000095367432,83.6440200805664,48,WAS
WASHINGTON,2007,4.599999904632568,71.92598724365234,48,WAS
WASHINGTON,2008,5.400000095367432,81.47944641113281,48,WAS
WASHINGTON,2009,9.399999618530273,97.236053466796875,48,WAS
WASHINGTON,2010,9.899999618530273,72.37188720703125,48,WAS
WASHINGTON,2011,9.199999809265137,80.67304992675781,48,WAS
WEST VIRGINIA,2006,4.5,24.89988899230957,49,WES
WEST VIRGINIA,2007,4.199999809265137,20.428468704223633,49,WES
WEST VIRGINIA,2008,4.199999809265137,17.63208770751953,49,WES
WEST VIRGINIA,2009,7.699999809265137,19.233125686645508,49,WES
WEST VIRGINIA,2010,8.5,22.64922523498535,49,WES
WEST VIRGINIA,2011,8,18.86422348022461,49,WES
WISCONSIN,2006,4.699999809265137,53.84372329711914,50,WIS
WISCONSIN,2007,4.800000190734863,47.843719482421875,50,WIS
WISCONSIN,2008,4.800000190734863,44.06843948364258,50,WIS
WISCONSIN,2009,8.699999809265137,65.785125732421875,50,WIS
WISCONSIN,2010,8.5,54.465667724609375,50,WIS
WISCONSIN,2011,7.5,50.5973014831543,50,WIS
WYOMING,2006,3.200000047683716,46.79813003540039,51,WYO
WYOMING,2007,2.799999952316284,66.8686752319336,51,WYO
WYOMING,2008,3.0999999046325684,52.534706115722656,51,WYO
WYOMING,2009,6.300000190734863,55.11970138549805,51,WYO
WYOMING,2010,7,47.82536315917969,51,WYO
WYOMING,2011,6,36.9615478515625,51,WYO
