DistNumber,Year,OnCycle,LnAvgSalary,CycleSwitch
4807710,2007,0,10.834284782409668,0
4807710,2008,0,10.830678939819336,0
4807710,2009,0,10.853177070617676,0
4807780,2003,0,10.759620666503906,0
4807780,2004,0,10.738924026489258,0
4807780,2005,0,10.712972640991211,0
4807780,2006,0,10.779309272766113,0
4807780,2007,0,10.769210815429688,0
4807780,2008,0,10.789958000183105,0
4807780,2009,0,10.796850204467773,0
4807800,2003,0,10.710600852966309,0
4807800,2004,0,10.677868843078613,0
4807800,2005,0,10.674417495727539,0
4807800,2006,0,10.692584991455078,0
4807800,2007,0,10.66613483428955,0
4807800,2008,0,10.629731178283691,0
4807800,2009,0,10.660449981689453,0
4807830,2003,0,10.8516263961792,1
4807830,2004,0,10.841571807861328,1
4807830,2005,0,10.829094886779785,1
4807830,2006,0,10.855883598327637,1
4807830,2007,1,10.847755432128906,1
4807830,2008,1,10.847198486328125,1
4807830,2009,1,10.858665466308594,1
4807890,2003,0,10.780207633972168,0
4807890,2004,0,10.784326553344727,0
4807890,2005,0,10.770224571228027,0
4807890,2006,0,10.791378021240234,0
4807890,2007,0,10.801050186157227,0
4807890,2008,0,10.80622673034668,0
4807890,2009,0,10.824305534362793,0
4807950,2003,0,10.675027847290039,0
4807950,2004,0,10.635246276855469,0
4807950,2005,0,10.616439819335938,0
4807950,2006,0,10.655253410339355,0
4807950,2007,0,10.649274826049805,0
4807950,2008,0,10.634700775146484,0
4807950,2009,0,10.67027473449707,0
4807980,2003,0,10.641029357910156,0
4807980,2004,0,10.57518196105957,0
4807980,2005,0,10.558956146240234,0
4807980,2006,0,10.6028470993042,0
4807980,2007,0,10.635054588317871,0
4807980,2008,0,10.624249458312988,0
4807980,2009,0,10.662251472473145,0
4808090,2003,0,10.768477439880371,0
4808090,2004,0,10.781938552856445,0
4808090,2005,0,10.760841369628906,0
4808090,2006,0,10.789522171020508,0
4808090,2007,0,10.754718780517578,0
4808090,2008,0,10.755325317382812,0
4808090,2009,0,10.800212860107422,0
4808100,2003,0,10.682491302490234,0
4808100,2004,0,10.666132926940918,0
4808100,2005,0,10.665600776672363,0
4808100,2006,0,10.739612579345703,0
4808100,2007,0,10.740459442138672,0
4808100,2008,0,10.705175399780273,0
4808100,2009,0,10.733901977539062,0
4808130,2003,0,10.744976043701172,0
4808130,2004,0,10.721770286560059,0
4808130,2005,0,10.703577041625977,0
4808130,2006,0,10.733552932739258,0
4808130,2007,0,10.745752334594727,0
4808130,2008,0,10.737787246704102,0
4808130,2009,0,10.768519401550293,0
4808160,2003,0,10.587525367736816,0
4808160,2004,0,10.553071022033691,0
4808160,2005,0,10.486640930175781,0
4808160,2006,0,10.610194206237793,0
4808160,2007,0,10.580986976623535,0
4808160,2008,0,10.511621475219727,0
4808160,2009,0,10.529986381530762,0
4808190,2003,0,10.66152286529541,0
4808190,2004,0,10.633901596069336,0
4808190,2005,0,10.622621536254883,0
4808190,2006,0,10.698633193969727,0
4808190,2007,0,10.670904159545898,0
4808190,2008,0,10.700499534606934,0
4808190,2009,0,10.710946083068848,0
4808230,2003,0,10.620163917541504,0
4808230,2004,0,10.610005378723145,0
4808230,2005,0,10.612847328186035,0
4808230,2006,0,10.643058776855469,0
4808230,2007,0,10.615865707397461,0
4808230,2008,0,10.649559020996094,0
4808230,2009,0,10.681260108947754,0
4808280,2003,0,10.848971366882324,0
4808280,2004,0,10.817252159118652,0
4808280,2005,0,10.780322074890137,0
4808280,2006,0,10.877946853637695,0
4808280,2007,0,10.869649887084961,0
4808280,2008,0,10.917177200317383,0
4808280,2009,0,10.942831993103027,0
4808310,2003,0,10.783513069152832,0
4808310,2004,0,10.774785041809082,0
4808310,2005,0,10.764846801757812,0
4808310,2006,0,10.806465148925781,0
4808310,2007,0,10.821637153625488,0
4808310,2008,0,10.799656867980957,0
4808310,2009,0,10.82797908782959,0
4808340,2003,0,10.664807319641113,0
4808340,2004,0,10.656569480895996,0
4808340,2005,0,10.655332565307617,0
4808340,2006,0,10.681447982788086,0
4808340,2007,0,10.653736114501953,0
4808340,2008,0,10.664223670959473,0
4808340,2009,0,10.701698303222656,0
4808400,2003,0,10.493668556213379,1
4808400,2004,0,10.518637657165527,1
4808400,2005,0,10.51487922668457,1
4808400,2006,0,10.59732723236084,1
4808400,2007,1,10.581300735473633,1
4808400,2008,1,10.56149959564209,1
4808400,2009,1,10.58480453491211,1
4808430,2003,0,10.766677856445312,0
4808430,2004,0,10.736226081848145,0
4808430,2005,0,10.723758697509766,0
4808430,2006,0,10.761918067932129,0
4808430,2007,0,10.775604248046875,0
4808430,2008,0,10.793824195861816,0
4808430,2009,0,10.827077865600586,0
4808460,2003,0,10.660727500915527,0
4808460,2004,0,10.624411582946777,0
4808460,2005,0,10.645089149475098,0
4808460,2006,0,10.678864479064941,0
4808460,2007,0,10.67895221710205,0
4808460,2008,0,10.667978286743164,0
4808460,2009,0,10.701916694641113,0
4808490,2003,0,10.561993598937988,1
4808490,2004,0,10.571038246154785,1
4808490,2005,0,10.52583122253418,1
4808490,2006,0,10.482096672058105,1
4808490,2007,1,10.474934577941895,1
4808490,2008,1,10.441792488098145,1
4808490,2009,1,10.533158302307129,1
4808520,2003,0,10.575139999389648,0
4808520,2004,0,10.593703269958496,0
4808520,2005,0,10.557756423950195,0
4808520,2006,0,10.603741645812988,0
4808520,2007,0,10.642386436462402,0
4808520,2008,0,10.563180923461914,0
4808520,2009,0,10.567697525024414,0
4808550,2003,0,10.68581485748291,0
4808550,2004,0,10.69164752960205,0
4808550,2005,0,10.671895027160645,0
4808550,2006,0,10.695590019226074,0
4808550,2007,0,10.70602035522461,0
4808550,2008,0,10.672113418579102,0
4808550,2009,0,10.698711395263672,0
4808580,2003,0,10.69248104095459,0
4808580,2004,0,10.678420066833496,0
4808580,2005,0,10.61401081085205,0
4808580,2006,0,10.740875244140625,0
4808580,2007,0,10.744399070739746,0
4808580,2008,0,10.703536987304688,0
4808580,2009,0,10.710442543029785,0
4808610,2003,0,10.6172456741333,0
4808610,2004,0,10.573258399963379,0
4808610,2005,0,10.576870918273926,0
4808610,2006,0,10.633832931518555,0
4808610,2007,0,10.62474250793457,0
4808610,2008,0,10.604255676269531,0
4808610,2009,0,10.65839672088623,0
4808670,2003,0,10.835909843444824,0
4808670,2004,0,10.802608489990234,0
4808670,2005,0,10.76219367980957,0
4808670,2006,0,10.808526039123535,0
4808670,2007,0,10.803711891174316,0
4808670,2008,0,10.80782699584961,0
4808670,2009,0,10.823366165161133,0
4808700,2003,0,10.831941604614258,0
4808700,2004,0,10.826149940490723,0
4808700,2005,0,10.810527801513672,0
4808700,2006,0,10.849071502685547,0
4808700,2007,0,10.865131378173828,0
4808700,2008,0,10.839032173156738,0
4808700,2009,0,10.858150482177734,0
4808730,2003,0,10.637750625610352,0
4808730,2004,0,10.58759593963623,0
4808730,2005,0,10.593670845031738,0
4808730,2006,0,10.633960723876953,0
4808730,2007,0,10.585241317749023,0
4808730,2008,0,10.57630443572998,0
4808730,2009,0,10.604198455810547,0
4808870,2003,0,10.700448989868164,0
4808870,2004,0,10.680624008178711,0
4808870,2005,0,10.631159782409668,0
4808870,2006,0,10.663416862487793,0
4808870,2007,0,10.659821510314941,0
4808870,2008,0,10.63352108001709,0
4808870,2009,0,10.64599609375,0
4808880,2003,0,10.634939193725586,0
4808880,2004,0,10.61407470703125,0
4808880,2005,0,10.569579124450684,0
4808880,2006,0,10.618551254272461,0
4808880,2007,0,10.603155136108398,0
4808880,2008,0,10.594182014465332,0
4808880,2009,0,10.579107284545898,0
4808910,2003,0,10.590413093566895,0
4808910,2004,0,10.611437797546387,0
4808910,2005,0,10.603878021240234,0
4808910,2006,0,10.641666412353516,0
4808910,2007,0,10.659531593322754,0
4808910,2008,0,10.662422180175781,0
4808910,2009,0,10.681634902954102,0
4808940,2003,0,10.756060600280762,0
4808940,2004,0,10.747416496276855,0
4808940,2005,0,10.698051452636719,0
4808940,2006,0,10.736322402954102,0
4808940,2007,0,10.734217643737793,0
4808940,2008,0,10.697452545166016,0
4808940,2009,0,10.756338119506836,0
4809000,2003,0,10.756783485412598,0
4809000,2004,0,10.695475578308105,0
4809000,2005,0,10.67946720123291,0
4809000,2006,0,10.721253395080566,0
4809000,2007,0,10.69476318359375,0
4809000,2008,0,10.668327331542969,0
4809000,2009,0,10.673223495483398,0
4809030,2003,0,10.653182983398438,1
4809030,2004,0,10.638586044311523,1
4809030,2005,0,10.5863618850708,1
4809030,2006,0,10.649840354919434,1
4809030,2007,1,10.612322807312012,1
4809030,2008,1,10.555213928222656,1
4809030,2009,1,10.671446800231934,1
4809060,2003,0,10.608901977539062,0
4809060,2004,0,10.57331657409668,0
4809060,2005,0,10.566352844238281,0
4809060,2006,0,10.611917495727539,0
4809060,2007,0,10.600567817687988,0
4809060,2008,0,10.541439056396484,0
4809060,2009,0,10.601662635803223,0
4809090,2003,0,10.648138999938965,0
4809090,2004,0,10.620439529418945,0
4809090,2005,0,10.59339427947998,0
4809090,2006,0,10.632172584533691,0
4809090,2007,0,10.610013008117676,0
4809090,2008,0,10.559348106384277,0
4809090,2009,0,10.591411590576172,0
4809150,2003,0,10.617131233215332,1
4809150,2004,0,10.647374153137207,1
4809150,2005,0,10.660247802734375,1
4809150,2006,0,10.710267066955566,1
4809150,2007,1,10.704750061035156,1
4809150,2008,1,10.671046257019043,1
4809150,2009,1,10.69252872467041,1
4809200,2003,0,10.765937805175781,0
4809200,2004,0,10.735854148864746,0
4809200,2005,0,10.717002868652344,0
4809200,2006,0,10.783340454101562,0
4809200,2007,0,10.754587173461914,0
4809200,2008,0,10.757647514343262,0
4809200,2009,0,10.807579040527344,0
4809280,2003,0,10.639181137084961,0
4809280,2004,0,10.535533905029297,0
4809280,2005,0,10.52730655670166,0
4809280,2006,0,10.558199882507324,0
4809280,2007,0,10.5894775390625,0
4809280,2008,0,10.548441886901855,0
4809280,2009,0,10.59465503692627,0
4809300,2003,0,10.684556007385254,0
4809300,2004,0,10.621134757995605,0
4809300,2005,0,10.63748836517334,0
4809300,2006,0,10.674093246459961,0
4809300,2007,0,10.644622802734375,0
4809300,2008,0,10.622960090637207,0
4809300,2009,0,10.646393775939941,0
4809330,2003,0,10.602030754089355,0
4809330,2004,0,10.556103706359863,0
4809330,2005,0,10.482149124145508,0
4809330,2006,0,10.5875883102417,0
4809330,2007,0,10.592765808105469,0
4809330,2008,0,10.578495979309082,0
4809330,2009,0,10.591923713684082,0
4809360,2003,0,10.65218734741211,0
4809360,2004,0,10.660106658935547,0
4809360,2005,0,10.661125183105469,0
4809360,2006,0,10.699111938476562,0
4809360,2007,0,10.724974632263184,0
4809360,2008,0,10.779123306274414,0
4809360,2009,0,10.797445297241211,0
4809390,2003,0,10.624725341796875,0
4809390,2004,0,10.6080904006958,0
4809390,2005,0,10.586084365844727,0
4809390,2006,0,10.613717079162598,0
4809390,2007,0,10.600977897644043,0
4809390,2008,0,10.586786270141602,0
4809390,2009,0,10.613426208496094,0
4809410,2003,0,10.755387306213379,1
4809410,2004,0,10.749839782714844,1
4809410,2005,0,10.724048614501953,1
4809410,2006,0,10.76348876953125,1
4809410,2007,1,10.722344398498535,1
4809410,2008,1,10.704973220825195,1
4809410,2009,1,10.726996421813965,1
4809450,2003,0,10.8594388961792,0
4809450,2004,0,10.844757080078125,0
4809450,2005,0,10.83995532989502,0
4809450,2006,0,10.848968505859375,0
4809450,2007,0,10.879070281982422,0
4809450,2008,0,10.884217262268066,0
4809450,2009,0,10.920628547668457,0
4809540,2003,0,10.566405296325684,0
4809540,2004,0,10.517589569091797,0
4809540,2005,0,10.462908744812012,0
4809540,2006,0,10.538650512695312,0
4809540,2007,0,10.552358627319336,0
4809540,2008,0,10.507311820983887,0
4809540,2009,0,10.549488067626953,0
4809570,2003,0,10.7587251663208,0
4809570,2004,0,10.753209114074707,0
4809570,2005,0,10.741925239562988,0
4809570,2006,0,10.771329879760742,0
4809570,2007,0,10.752803802490234,0
4809570,2008,0,10.736461639404297,0
4809570,2009,0,10.758913040161133,0
4809630,2003,0,10.728910446166992,0
4809630,2004,0,10.728137969970703,0
4809630,2005,0,10.683257102966309,0
4809630,2006,0,10.71071720123291,0
4809630,2007,0,10.676482200622559,0
4809630,2008,0,10.676992416381836,0
4809630,2009,0,10.688627243041992,0
4809670,2003,0,10.765962600708008,0
4809670,2004,0,10.733918190002441,0
4809670,2005,0,10.732126235961914,0
4809670,2006,0,10.803474426269531,0
4809670,2007,0,10.792448997497559,0
4809670,2008,0,10.742422103881836,0
4809670,2009,0,10.760418891906738,0
4809690,2003,0,10.69984245300293,0
4809690,2004,0,10.669530868530273,0
4809690,2005,0,10.60937786102295,0
4809690,2006,0,10.64429759979248,0
4809690,2007,0,10.624317169189453,0
4809690,2008,0,10.608341217041016,0
4809690,2009,0,10.623677253723145,0
4809720,2003,0,10.735856056213379,0
4809720,2004,0,10.722675323486328,0
4809720,2005,0,10.707523345947266,0
4809720,2006,0,10.744195938110352,0
4809720,2007,0,10.738964080810547,0
4809720,2008,0,10.688735008239746,0
4809720,2009,0,10.709380149841309,0
4809750,2003,0,10.728500366210938,0
4809750,2004,0,10.662884712219238,0
4809750,2005,0,10.6206636428833,0
4809750,2006,0,10.648004531860352,0
4809750,2007,0,10.656892776489258,0
4809750,2008,0,10.606609344482422,0
4809750,2009,0,10.640506744384766,0
4809780,2003,0,10.71518325805664,0
4809780,2004,0,10.684337615966797,0
4809780,2005,0,10.652996063232422,0
4809780,2006,0,10.709983825683594,0
4809780,2007,0,10.701556205749512,0
4809780,2008,0,10.691899299621582,0
4809780,2009,0,10.734519958496094,0
4809810,2003,0,10.729217529296875,0
4809810,2004,0,10.715919494628906,0
4809810,2005,0,10.665600776672363,0
4809810,2006,0,10.709084510803223,0
4809810,2007,0,10.700233459472656,0
4809810,2008,0,10.660758972167969,0
4809810,2009,0,10.689424514770508,0
4809860,2003,0,10.69579792022705,0
4809860,2004,0,10.661870002746582,0
4809860,2005,0,10.634236335754395,0
4809860,2006,0,10.672497749328613,0
4809860,2007,0,10.661149978637695,0
4809860,2008,0,10.633183479309082,0
4809860,2009,0,10.707782745361328,0
4809870,2003,0,10.73550033569336,1
4809870,2004,0,10.69841480255127,1
4809870,2005,0,10.611845970153809,1
4809870,2006,0,10.621967315673828,1
4809870,2007,1,10.616547584533691,1
4809870,2008,1,10.628085136413574,1
4809870,2009,1,10.644383430480957,1
4809980,2003,0,10.69125747680664,0
4809980,2004,0,10.759621620178223,0
4809980,2005,0,10.588887214660645,0
4809980,2006,0,10.635619163513184,0
4809980,2007,0,10.552197456359863,0
4809980,2008,0,10.535025596618652,0
4809980,2009,0,10.503719329833984,0
4810140,2003,0,10.637104988098145,1
4810140,2004,0,10.594532012939453,1
4810140,2005,0,10.544140815734863,1
4810140,2006,0,10.599919319152832,1
4810140,2007,1,10.600722312927246,1
4810140,2008,1,10.537813186645508,1
4810140,2009,1,10.567225456237793,1
4810170,2003,0,10.711695671081543,1
4810170,2004,0,10.689831733703613,1
4810170,2005,0,10.690443992614746,1
4810170,2006,0,10.712960243225098,1
4810170,2007,1,10.682502746582031,1
4810170,2008,1,10.689054489135742,1
4810170,2009,1,10.696423530578613,1
4810200,2003,0,10.711773872375488,0
4810200,2004,0,10.672150611877441,0
4810200,2005,0,10.632725715637207,0
4810200,2006,0,10.664606094360352,0
4810200,2007,0,10.647123336791992,0
4810200,2008,0,10.617050170898438,0
4810200,2009,0,10.64181137084961,0
4810230,2003,0,10.87446117401123,0
4810230,2004,0,10.857352256774902,0
4810230,2005,0,10.83978271484375,0
4810230,2006,0,10.900962829589844,0
4810230,2007,0,10.879186630249023,0
4810230,2008,0,10.886726379394531,0
4810230,2009,0,10.913178443908691,0
4810260,2003,0,10.713805198669434,0
4810260,2004,0,10.681906700134277,0
4810260,2005,0,10.655436515808105,0
4810260,2006,0,10.683903694152832,0
4810260,2007,0,10.658394813537598,0
4810260,2008,0,10.655634880065918,0
4810260,2009,0,10.692574501037598,0
4810320,2003,0,10.681954383850098,0
4810320,2004,0,10.65817928314209,0
4810320,2005,0,10.653464317321777,0
4810320,2006,0,10.707259178161621,0
4810320,2007,0,10.72302532196045,0
4810320,2008,0,10.744386672973633,0
4810320,2009,0,10.80267333984375,0
4810350,2003,0,10.591825485229492,1
4810350,2004,0,10.6095552444458,1
4810350,2005,0,10.574258804321289,1
4810350,2006,0,10.625809669494629,1
4810350,2007,1,10.595450401306152,1
4810350,2008,1,10.577044486999512,1
4810350,2009,1,10.609853744506836,1
4810380,2003,0,10.55597972869873,0
4810380,2004,0,10.54509162902832,0
4810380,2005,0,10.497783660888672,0
4810380,2006,0,10.560126304626465,0
4810380,2007,0,10.54623031616211,0
4810380,2008,0,10.521533966064453,0
4810380,2009,0,10.598273277282715,0
4810440,2003,0,10.542454719543457,0
4810440,2004,0,10.497840881347656,0
4810440,2005,0,10.51413345336914,0
4810440,2006,0,10.541034698486328,0
4810440,2007,0,10.578787803649902,0
4810440,2008,0,10.527606010437012,0
4810440,2009,0,10.570568084716797,0
4810470,2003,0,10.615983963012695,0
4810470,2004,0,10.57293701171875,0
4810470,2005,0,10.636141777038574,0
4810470,2006,0,10.69450855255127,0
4810470,2007,0,10.697932243347168,0
4810470,2008,0,10.674151420593262,0
4810470,2009,0,10.672698020935059,0
4810500,2003,0,10.690485954284668,1
4810500,2004,0,10.648836135864258,1
4810500,2005,0,10.613389015197754,1
4810500,2006,0,10.699638366699219,1
4810500,2007,1,10.644598007202148,1
4810500,2008,1,10.6748685836792,1
4810500,2009,1,10.677936553955078,1
4810590,2003,0,10.659052848815918,0
4810590,2004,0,10.65847396850586,0
4810590,2005,0,10.625617980957031,0
4810590,2006,0,10.660661697387695,0
4810590,2007,0,10.6304349899292,0
4810590,2008,0,10.619203567504883,0
4810590,2009,0,10.613268852233887,0
4810620,2003,0,10.654287338256836,1
4810620,2004,0,10.578495979309082,1
4810620,2005,0,10.512429237365723,1
4810620,2006,0,10.505388259887695,1
4810620,2007,1,10.535530090332031,1
4810620,2008,1,10.512383460998535,1
4810620,2009,1,10.481249809265137,1
4810650,2003,0,10.647777557373047,0
4810650,2004,0,10.57317066192627,0
4810650,2005,0,10.557641983032227,0
4810650,2006,0,10.553257942199707,0
4810650,2007,0,10.578368186950684,0
4810650,2008,0,10.57080364227295,0
4810650,2009,0,10.58249282836914,0
4810710,2003,0,10.745858192443848,0
4810710,2004,0,10.734563827514648,0
4810710,2005,0,10.710349082946777,0
4810710,2006,0,10.784812927246094,0
4810710,2007,0,10.799432754516602,0
4810710,2008,0,10.83332633972168,0
4810710,2009,0,10.838556289672852,0
4810740,2003,0,10.508888244628906,1
4810740,2004,0,10.52036190032959,1
4810740,2005,0,10.540482521057129,1
4810740,2006,0,10.575725555419922,1
4810740,2007,1,10.598179817199707,1
4810740,2008,1,10.55497932434082,1
4810740,2009,1,10.601420402526855,1
4810780,2003,0,10.687150955200195,1
4810780,2004,0,10.675869941711426,1
4810780,2005,0,10.61670970916748,1
4810780,2006,0,10.678961753845215,1
4810780,2007,1,10.659265518188477,1
4810780,2008,1,10.6403169631958,1
4810780,2009,1,10.662691116333008,1
4810800,2003,0,10.676190376281738,0
4810800,2004,0,10.635437965393066,0
4810800,2005,0,10.627193450927734,0
4810800,2006,0,10.659244537353516,0
4810800,2007,0,10.636737823486328,0
4810800,2008,0,10.62541675567627,0
4810800,2009,0,10.638954162597656,0
4810830,2003,0,10.62287425994873,0
4810830,2004,0,10.649620056152344,0
4810830,2005,0,10.620287895202637,0
4810830,2006,0,10.633015632629395,0
4810830,2007,0,10.678263664245605,0
4810830,2008,0,10.679250717163086,0
4810830,2009,0,10.721002578735352,0
4810860,2003,0,10.855337142944336,1
4810860,2004,0,10.81227970123291,1
4810860,2005,0,10.797002792358398,1
4810860,2006,0,10.833782196044922,1
4810860,2007,1,10.848196029663086,1
4810860,2008,1,10.858325958251953,1
4810860,2009,1,10.890429496765137,1
4810890,2003,0,10.69833755493164,0
4810890,2004,0,10.640523910522461,0
4810890,2005,0,10.626686096191406,0
4810890,2006,0,10.714398384094238,0
4810890,2007,0,10.701277732849121,0
4810890,2008,0,10.701647758483887,0
4810890,2009,0,10.71838092803955,0
4810910,2003,0,10.582286834716797,0
4810910,2004,0,10.578408241271973,0
4810910,2005,0,10.561665534973145,0
4810910,2006,0,10.66490364074707,0
4810910,2007,0,10.645039558410645,0
4810910,2008,0,10.665647506713867,0
4810910,2009,0,10.689284324645996,0
4810950,2003,0,10.595287322998047,0
4810950,2004,0,10.582868576049805,0
4810950,2005,0,10.567373275756836,0
4810950,2006,0,10.587801933288574,0
4810950,2007,0,10.561494827270508,0
4810950,2008,0,10.550459861755371,0
4810950,2009,0,10.57763671875,0
4810990,2003,0,10.653486251831055,0
4810990,2004,0,10.631372451782227,0
4810990,2005,0,10.585556030273438,0
4810990,2006,0,10.630431175231934,0
4810990,2007,0,10.649714469909668,0
4810990,2008,0,10.652684211730957,0
4810990,2009,0,10.680652618408203,0
4811010,2003,0,10.657458305358887,0
4811010,2004,0,10.650809288024902,0
4811010,2005,0,10.661382675170898,0
4811010,2006,0,10.721954345703125,0
4811010,2007,0,10.682951927185059,0
4811010,2008,0,10.669466972351074,0
4811010,2009,0,10.696613311767578,0
4811040,2003,0,10.763959884643555,1
4811040,2004,0,10.721997261047363,1
4811040,2005,0,10.73133373260498,1
4811040,2006,0,10.73103141784668,1
4811040,2007,1,10.743776321411133,1
4811040,2008,1,10.741275787353516,1
4811040,2009,1,10.772415161132812,1
4811070,2003,0,10.695638656616211,0
4811070,2004,0,10.692527770996094,0
4811070,2005,0,10.701325416564941,0
4811070,2006,0,10.710575103759766,0
4811070,2007,0,10.651081085205078,0
4811070,2008,0,10.624711990356445,0
4811070,2009,0,10.668718338012695,0
4811110,2003,0,10.632854461669922,0
4811110,2004,0,10.618155479431152,0
4811110,2005,0,10.597387313842773,0
4811110,2006,0,10.616786003112793,0
4811110,2007,0,10.591110229492188,0
